"DateTime","First Dose","Percent of Population","Second Dose","Percent of Population","Third Dose","Percent of Population"
"2022-08-29 00:00:00",4405862,80.6,4166569,76.2,3525606,64.5
"2022-08-30 00:00:00",4405901,80.6,4166717,76.2,3525828,64.5
"2022-08-31 00:00:00",4405953,80.6,4166974,76.2,3526116,64.5
"2022-09-01 00:00:00",4406047,80.6,4167189,76.2,3526444,64.5
"2022-09-02 00:00:00",4406137,80.6,4167354,76.2,3526709,64.5
"2022-09-03 00:00:00",4406420,80.6,4168847,76.3,3526915,64.5
"2022-09-04 00:00:00",4406509,80.6,4169403,76.3,3527054,64.5
"2022-09-05 00:00:00",4406555,80.6,4169518,76.3,3527054,64.5
"2022-09-06 00:00:00",4406606,80.6,4169668,76.3,3527054,64.5
"2022-09-07 00:00:00",4406680,80.6,4169775,76.3,3527054,64.5
"2022-09-08 00:00:00",4406719,80.6,4169877,76.3,3527054,64.5
"2022-09-09 00:00:00",4406768,80.6,4170002,76.3,3527054,64.5
"2022-09-10 00:00:00",4406833,80.6,4170289,76.3,3527054,64.5
"2022-09-11 00:00:00",4406899,80.6,4170559,76.3,3527054,64.5
